Chr	Start	End	ID	tumour-brca-del-ch17
17	41259846	41259946	 BRCA1	0.823999633236118
17	41259946	41260046	 BRCA1	1.74112419549672
17	41260046	41260126	 BRCA1	1.59207870156203
17	41260156	41260256	 BRCA1	0.630087662873182
17	41260256	41260356	 BRCA1	3.13945513279711
17	41260356	41260456	 BRCA1	3.33913649661273
17	41260456	41260516	 BRCA1	1.56111311859271
17	41261037	41261137	 BRCA1	0.262330220241078
17	41261137	41261237	 BRCA1	0.24215097253014
17	41261237	41261337	 BRCA1	0.438600349434682
17	41261337	41261437	 BRCA1	0.862052136052435
17	41261437	41261537	 BRCA1	2.2268432341527
17	41261537	41261637	 BRCA1	1.29307820407765
17	41261637	41261737	 BRCA1	2.79807960387601
17	41261737	41261837	 BRCA1	1.43831998757986
17	41261837	41261910	 BRCA1	2.28672892658019
17	41262162	41262262	 BRCA1	0.124417116803326
17	41262262	41262362	 BRCA1	0.130966425651051
17	41262362	41262462	 BRCA1	2.49611651060762
17	41262462	41262562	 BRCA1	1.71950481739498
17	41262562	41262662	 BRCA1	0.332506778656678
17	41262662	41262762	 BRCA1	0.706273669880597
17	41262762	41262803	 BRCA1	0.637305887907338
17	41263098	41263198	 BRCA1	0.169788391348535
17	41263198	41263298	 BRCA1	0.226157301573208
17	41263298	41263338	 BRCA1	0.154922774297005
17	41263857	41263957	 BRCA1	0.21265265132708
17	41263957	41264057	 BRCA1	0.113834198748375
17	41264057	41264097	 BRCA1	0.0189723664579596
17	41264366	41264466	 BRCA1	0.246779184011291
17	41264466	41264566	 BRCA1	0.154328912684971
17	41264566	41264666	 BRCA1	0.0759320566189698
17	41264666	41264766	 BRCA1	0
17	41264766	41264846	 BRCA1	0.0747741976096736
17	41265037	41265137	 BRCA1	1.27104332360488
17	41265137	41265237	 BRCA1	0.89953266370701
17	41265237	41265337	 BRCA1	0.617315650737793
17	41265337	41265437	 BRCA1	0.767089064525569
17	41265437	41265537	 BRCA1	0.366419186493506
17	41265537	41265637	 BRCA1	0.244952755756921
17	41265637	41265737	 BRCA1	0.100896238554351
17	41265737	41265837	 BRCA1	0.131674730874093
17	41265837	41265868	 BRCA1	0.113830832442999
17	41266172	41266272	 BRCA1	1.82692295461828
17	41266272	41266372	 BRCA1	1.69750162635149
17	41266372	41266472	 BRCA1	0.359579996895467
17	41266472	41266572	 BRCA1	0.707451630617396
17	41266572	41266672	 BRCA1	0.338592165103783
17	41266672	41266772	 BRCA1	0.167884776233169
17	41266772	41266872	 BRCA1	0.288399871632311
17	41266872	41266972	 BRCA1	0.334343886291328
17	41266972	41267072	 BRCA1	0.0376928835956029
17	41267072	41267172	 BRCA1	0.075701051978003
17	41267172	41267252	 BRCA1	0.356019701303225
17	41267533	41267633	 BRCA1	0.173616251937971
17	41267633	41267733	 BRCA1	0.0823999633236114
17	41267733	41267833	 BRCA1	0.493558368023618
17	41267833	41267933	 BRCA1	0.629017207539626
17	41267933	41268033	 BRCA1	0.910673589984932
17	41268033	41268133	 BRCA1	0.559126406701751
17	41268133	41268233	 BRCA1	0.88528347727724
17	41268233	41268333	 BRCA1	1.17853873459397
17	41268333	41268433	 BRCA1	0.662384204807275
17	41268433	41268533	 BRCA1	0.865981837644183
17	41268533	41268553	 BRCA1	1.06649983333055
17	41268843	41268943	 BRCA1	0.279807960387602
17	41268943	41269043	 BRCA1	0.335769552465324
17	41269043	41269143	 BRCA1	0.720999679081327
17	41269258	41269358	 BRCA1	0.784863783198649
17	41269358	41269458	 BRCA1	0.54041579975139
17	41269458	41269473	 BRCA1	1.30114449413245
17	41269639	41269739	 BRCA1	0.15703679421211
17	41269739	41269839	 BRCA1	0.170751298122558
17	41269839	41269939	 BRCA1	0.243031601516655
17	41269939	41270039	 BRCA1	0.853756490610729
17	41270039	41270139	 BRCA1	4.00208392383152
17	41270139	41270239	 BRCA1	1.18354084170585
17	41270239	41270339	 BRCA1	1.76542031638769
17	41270339	41270419	 BRCA1	0.0586125745531109
17	41270543	41270643	 BRCA1	0.283878944917254
17	41270643	41270743	 BRCA1	0.266575549676345
17	41270743	41270843	 BRCA1	0.121075486265617
17	41270843	41270943	 BRCA1	0.129698298326897
17	41270943	41271043	 BRCA1	0.385991360348075
17	41271043	41271143	 BRCA1	0.395775277753878
17	41271143	41271243	 BRCA1	0.189830141546912
17	41271243	41271343	 BRCA1	0.675188992994651
17	41271343	41271443	 BRCA1	0.546546812136726
17	41271443	41271543	 BRCA1	0.99801948456027
17	41271543	41271643	 BRCA1	1.25353578837229
17	41271643	41271743	 BRCA1	0.635011310945001
17	41271743	41271843	 BRCA1	0.0931877344502484
17	41271843	41271943	 BRCA1	0
17	41271943	41272043	 BRCA1	0
17	41272043	41272143	 BRCA1	0.243623429753521
17	41272143	41272243	 BRCA1	0.576799743265726
17	41272243	41272343	 BRCA1	0.299844221235334
17	41272343	41272443	 BRCA1	0.559126406701737
17	41272443	41272508	 BRCA1	0.207026286204218
17	41272789	41272889	 BRCA1	0.0248103471368558
17	41272889	41272909	 BRCA1	0.0237623686799405
17	41273696	41273796	 BRCA1	0.824931335977814
17	41273796	41273896	 BRCA1	0.883678910804516
17	41273896	41273996	 BRCA1	1.45500139401273
17	41273996	41274096	 BRCA1	2.05859270153945
17	41274096	41274196	 BRCA1	0.469421334574576
17	41274196	41274296	 BRCA1	1.72618197870099
17	41274296	41274396	 BRCA1	1.31011711901829
17	41274396	41274496	 BRCA1	0.112256936272331
17	41274496	41274596	 BRCA1	0.413834868460409
17	41274596	41274696	 BRCA1	3.2066542571925
17	41274696	41274762	 BRCA1	0
17	41274858	41274958	 BRCA1	0.0591770420850796
17	41274958	41274978	 BRCA1	0.0252455333458183
17	41275056	41275156	 BRCA1	0.0414723722676659
17	41275156	41275256	 BRCA1	0.0230842289175554
17	41275256	41275356	 BRCA1	0.701977558946254
17	41275356	41275409	 BRCA1	4.35222317766657
17	41275604	41275704	 BRCA1	2.90809690556132
17	41275704	41275804	 BRCA1	2.13900025735266
17	41275804	41275904	 BRCA1	0.880792399879729
17	41275904	41276004	 BRCA1	1.74545771413967
17	41276004	41276104	 BRCA1	2.02394849333718
17	41276104	41276204	 BRCA1	3.92094156227183
17	41276204	41276304	 BRCA1	1.34472877731013
17	41276304	41276404	 BRCA1	1.94578689538297
17	41276404	41276504	 BRCA1	3.34101049123758
17	41276504	41276604	 BRCA1	4.39498867993525
17	41276604	41276704	 BRCA1	2.0388414263292
17	41276704	41276744	 BRCA1	0.380197898879814
17	41276985	41277085	 BRCA1;NBR2	0.687801926956697
17	41277085	41277185	 BRCA1;NBR2	0.487530486427587
17	41277185	41277285	 BRCA1;NBR2	1.15657596840343
17	41277285	41277385	 BRCA1;NBR2	1.33701903268008
17	41277385	41277485	 BRCA1;NBR2	5.33422463443954
17	41277485	41277585	 BRCA1;NBR2	4.83931026918979
17	41277585	41277685	 BRCA1;NBR2	0
17	41277685	41277785	 BRCA1;NBR2	0
17	41277785	41277885	 BRCA1;NBR2	0
17	41277885	41277985	 BRCA1;NBR2	0
17	41277985	41278085	 BRCA1;NBR2	0
17	41278085	41278185	 BRCA1;NBR2	0
17	41278185	41278285	 BRCA1;NBR2	0
17	41278285	41278385	 BRCA1;NBR2	0
17	41278385	41278485	 BRCA1;NBR2	0
17	41278485	41278585	 BRCA1;NBR2	0
17	41278585	41278685	 BRCA1;NBR2	0
17	41278685	41278785	 BRCA1;NBR2	0
17	41278785	41278885	 BRCA1;NBR2	0
17	41278885	41278985	 BRCA1;NBR2	0
17	41278985	41279085	 BRCA1;NBR2	0
17	41279085	41279185	 BRCA1;NBR2	0
17	41279185	41279285	 BRCA1;NBR2	0
17	41279285	41279383	 BRCA1;NBR2	0
17	41280065	41280165	 NBR2	0
17	41280165	41280185	 NBR2	0
17	41280357	41280457	 NBR2	0
17	41280457	41280477	 NBR2	0
17	41280478	41280578	 NBR2	0
17	41280578	41280678	 NBR2	0
17	41280678	41280778	 NBR2	0
17	41280778	41280878	 NBR2	0
17	41280878	41280898	 NBR2	0
17	41280927	41281027	 NBR2	0
17	41281027	41281127	 NBR2	0
17	41281127	41281227	 NBR2	0
17	41281227	41281327	 NBR2	0
17	41281327	41281427	 NBR2	0
17	41281427	41281527	 NBR2	0
17	41281527	41281587	 NBR2	0
17	41281747	41281847	 NBR2	0
17	41281847	41281947	 NBR2	0
17	41281947	41282047	 NBR2	0
17	41282047	41282147	 NBR2	0
17	41282147	41282247	 NBR2	0
17	41282247	41282347	 NBR2	0
17	41282347	41282447	 NBR2	0
17	41282447	41282472	 NBR2	0
17	41282475	41282575	 NBR2	0
17	41282575	41282675	 NBR2	0
17	41282675	41282775	 NBR2	0
17	41282775	41282875	 NBR2	0
17	41282875	41282975	 NBR2	0
17	41282975	41283075	 NBR2	0
17	41283075	41283175	 NBR2	0
17	41283175	41283275	 NBR2	0
17	41283275	41283375	 NBR2	0
17	41283375	41283475	 NBR2	0
17	41283475	41283575	 NBR2	0
17	41283575	41283615	 NBR2	0
17	41283689	41283789	 NBR2	0
17	41283789	41283809	 NBR2	0
17	41284042	41284142	 NBR2	0
17	41284142	41284242	 NBR2	0
17	41284242	41284342	 NBR2	0
17	41284342	41284442	 NBR2	0
17	41284442	41284542	 NBR2	0
17	41284542	41284582	 NBR2	0
17	41285053	41285153	 NBR2	0
17	41285153	41285253	 NBR2	0
17	41285253	41285353	 NBR2	0
17	41285353	41285453	 NBR2	0
17	41285453	41285553	 NBR2	0
17	41285553	41285653	 NBR2	0
17	41285924	41286024	 NBR2	0
17	41286024	41286124	 NBR2	0
17	41286124	41286224	 NBR2	0
17	41286224	41286324	 NBR2	0
17	41286324	41286424	 NBR2	0
17	41286424	41286524	 NBR2	0
17	41286524	41286624	 NBR2	0
17	41286624	41286724	 NBR2	0
17	41286724	41286824	 NBR2	0
17	41286824	41286924	 NBR2	0
17	41286924	41287024	 NBR2	0
17	41287024	41287124	 NBR2	0
17	41287124	41287224	 NBR2	0
17	41287224	41287324	 NBR2	0
17	41287324	41287424	 NBR2	0
17	41287424	41287524	 NBR2	0
17	41287524	41287624	 NBR2	0
17	41287624	41287724	 NBR2	0
17	41287724	41287824	 NBR2	0
17	41287824	41287924	 NBR2	0
17	41287924	41288024	 NBR2	0
17	41288024	41288124	 NBR2	0
17	41288124	41288204	 NBR2	0
17	41289387	41289487	 NBR2	0
17	41289487	41289587	 NBR2	0
17	41289587	41289687	 NBR2	0
17	41289687	41289724	 NBR2	0
17	41289837	41289937	 NBR2	0
17	41289937	41289957	 NBR2	0
17	41290072	41290172	 NBR2	0
17	41290172	41290272	 NBR2	0
17	41290272	41290372	 NBR2	0
17	41290372	41290472	 NBR2	0
17	41290472	41290572	 NBR2	0
17	41290572	41290672	 NBR2	0
17	41290672	41290772	 NBR2	0
17	41290772	41290872	 NBR2	0
17	41290872	41290972	 NBR2	0
17	41290972	41291072	 NBR2	0
17	41291072	41291172	 NBR2	0
17	41291172	41291272	 NBR2	0
17	41291272	41291372	 NBR2	0
17	41291372	41291435	 NBR2	0
17	41291636	41291736	 NBR2	0
17	41291736	41291756	 NBR2	0
17	41291770	41291870	 NBR2	0
17	41291870	41291970	 NBR2	0
17	41291970	41292010	 NBR2	0
17	41292021	41292121	 NBR2	0
17	41292121	41292221	 NBR2	0
17	41292221	41292321	 NBR2	0
17	41292321	41292421	 NBR2	0
17	41292421	41292521	 NBR2	0
17	41292521	41292621	 NBR2	0
17	41292621	41292721	 NBR2	0
17	41292721	41292821	 NBR2	0
17	41292821	41292921	 NBR2	0
17	41292921	41293021	 NBR2	0
17	41293021	41293121	 NBR2	0
17	41293121	41293221	 NBR2	0
17	41293221	41293321	 NBR2	0
17	41293321	41293421	 NBR2	0
17	41293421	41293513	 NBR2	0
17	41293759	41293859	 NBR2	0
17	41293859	41293939	 NBR2	0
17	41294180	41294280	 NBR2	0
17	41294280	41294380	 NBR2	0
17	41294380	41294480	 NBR2	0
17	41294480	41294580	 NBR2	0
17	41294580	41294680	 NBR2	0
17	41294680	41294780	 NBR2	0
17	41295194	41295294	 NBR2	0
17	41295294	41295394	 NBR2	0
17	41295394	41295494	 NBR2	0
17	41295494	41295594	 NBR2	0
17	41295594	41295694	 NBR2	0
17	41295694	41295794	 NBR2	0
17	41295794	41295894	 NBR2	0
17	41295894	41295974	 NBR2	0
17	41296244	41296344	 NBR2	0
17	41296344	41296444	 NBR2	0
17	41296444	41296544	 NBR2	0
17	41296544	41296644	 NBR2	0
17	41296644	41296724	 NBR2	0
